"","fecha","ref_asylum_US","US_mig_stock","MEX_mig_stock","total_entradas","visitante_permiso_trabajo","total.ocupada.jov","PIB_pc","FBCF","migracion_interna"
"49",2017 Q3,0.39812503023632,0.771625967846888,0.424174029295056,1.69785769672984,-0.43808307876081,-0.63185723408558,1.01228245875253,0.139139877232406,0.557011683411331
"50",2017 Q4,0.489813847572076,0.805456262605829,0.439202474079192,1.78726916144436,-0.456990666517947,-0.761323723531238,1.05332929914091,0.142235321838844,0.550742865349686
"51",2018 Q1,0.585026837311372,0.839370695613128,0.454356735855404,1.87668062615889,-0.475898254275083,-1.7140578704695,1.0945842550113,0.145351437127326,0.544643595187895
"52",2018 Q2,0.683899455352653,0.873369476126296,0.469637867953832,1.96609209087341,-0.49480584203222,-0.623307534542582,1.13604838154974,0.148488361131619,0.53870720162005
"53",2018 Q3,0.786572364008328,0.907452813923422,0.485046932523114,2.05550355558794,-0.513713429789357,-0.399371907207414,1.17772273929229,-1.51145092278516,0.532927359137715
"54",2018 Q4,0.893191632119711,0.941620919304139,0.500585000604232,2.08728578920528,-0.702216350155962,-0.659149771931797,1.1564156265217,-1.49168514020724,0.531681795370281
"55",2019 Q1,1.00390894286357,0.975874003091298,0.516253152204602,2.11906802282262,-0.890719270522567,-0.857188285764394,1.13516346892108,-1.4722484822004,0.53045029347082
"56",2019 Q2,1.11888180954604,1.01021227663194,0.532052476373669,2.15085025643996,-1.07922219088917,-0.00128078073371625,1.11396612475045,-1.45313546843605,0.529232667832353
"57",2019 Q3,1.23827379969079,1.04463595179874,0.547984071277968,2.1826324900573,-1.26772511125578,0.585489704892739,1.09282345263535,-2.55326661592864,0.528028736219276
"58",2019 Q4,1.36225476774036,1.07914524099145,0.56404904427819,1.13153514797086,-1.35023094874147,0.0777323972870209,0.970045536015483,-2.47873943777064,0.622300781414756
"59",2020 Q1,1.49100109670153,1.11374035713795,0.58024851200544,0.0804378058844209,-1.43273678622715,-0.734355512827393,0.849111302061386,-2.40670424874155,0.756815082479353
"60",2020 Q2,1.62469594907881,1.14842151369566,0.596583600439275,-0.970659536202021,-1.51524262371284,-1.84108100459469,0.729993065291302,-2.33707772340298,0.964327333453743
"61",2020 Q3,1.76352952745273,1.18318892465306,-1.37092652941795,-2.02175687828846,-1.59774846119853,-2.94780649636199,0.612663555959785,-0.324404451368793,1.32637903733267
"62",2020 Q4,1.76352952745273,1.18318892465306,-1.37092652941795,-1.62142602423577,-1.55363075643188,-1.7450215735323,0.753282050413965,-0.324404451368793,1.16426373111029
"63",2021 Q1,1.76352952745273,1.18318892465306,-1.37092652941795,-1.22109517018308,-1.50951305166522,-2.33027126465923,0.896469843275426,-0.324404451368793,1.0379746227214
"64",2021 Q2,1.76352952745273,1.18318892465306,-1.37092652941795,-0.820764316130391,-1.46539534689857,-0.498035494442373,1.0422738792532,-0.324404451368793,0.936818856291953
"65",2021 Q3,1.76352952745273,1.18318892465306,-1.37092652941795,-0.420433462077701,-1.42127764213192,0.615864713310563,1.19074196080245,-0.324404451368793,0.853973792389696
"66",2021 Q4,1.76352952745273,1.18318892465306,-1.37092652941795,-0.420433462077701,-1.42127764213192,0.342824866445208,1.19074196080245,-0.324404451368793,0.855902094397429
"67",2022 Q1,1.76352952745273,1.18318892465306,-1.37092652941795,-0.420433462077701,-1.42127764213192,-0.669332008939333,1.19074196080245,-0.324404451368793,0.857834750576992
"68",2022 Q2,1.76352952745273,1.18318892465306,-1.37092652941795,-0.420433462077701,-1.42127764213192,-0.0285079080638243,1.19074196080245,-0.324404451368793,0.859771770760257
"69",2022 Q3,1.76352952745273,1.18318892465306,-1.37092652941795,-0.420433462077701,-1.42127764213192,0.356610132715047,1.19074196080245,-0.324404451368793,0.861713164801294
"70",2022 Q4,1.76352952745273,1.18318892465306,-1.37092652941795,-0.420433462077701,-1.42127764213192,0.335204541318584,1.19074196080245,-0.324404451368793,0.863658942576425
